,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,MA 10,MA 20,MA 50,MA 150,MA 200,VMA 20,VMA 50,volatility,volatility_max,vscore,score,total_score
1337,300059.SZ,20151218,58.92,59.29,57.05,57.59,59.38,-1.79,-3.01,630250.02,3650752.9483,57.14999999999996,58.36199999999998,57.28960000000012,58.28413333333328,53.87839999999995,731048.9200000006,973848.6199999991,0.02257298031228782,0.037780401416765086,-5.0,6.099999999999996,1.099999999999996
1338,300059.SZ,20151221,57.46,57.99,56.69,57.62,57.59,0.03,0.05,521684.01,2991347.3091,57.15299999999996,58.20249999999997,57.58640000000011,58.16819999999995,54.02959999999995,720294.2855000007,955606.618799999,0.002784545770971051,0.022417658216934026,-5.0,14.600000000000001,9.600000000000001
1339,300059.SZ,20151222,57.9,58.8,57.5,58.27,57.62,0.65,1.13,481925.44,2802979.8277,57.511999999999965,57.967999999999975,57.87660000000011,58.05479999999995,54.18349999999996,705331.0735000006,945581.0129999991,0.006390328151986262,0.022108843537414918,3.1673868044890616,16.60000000000001,19.76738680448907
1340,300059.SZ,20151223,58.32,58.45,56.17,56.51,58.27,-1.76,-3.02,618983.84,3545239.7384,57.73599999999997,57.52349999999997,58.12280000000012,57.95153333333328,54.31484999999996,678655.2005000006,940253.5999999992,0.031035665294924592,0.039007698887938425,-5.0,0.5999999999999994,-4.4
1341,300059.SZ,20151224,56.2,57.74,55.67,57.44,56.51,0.93,1.65,461306.02,2625628.7537,57.820999999999955,57.302499999999974,58.29920000000012,57.83526666666663,54.43574999999996,657163.4145000007,922879.3277999992,0.022064056939501687,0.03585036369934188,-5.0,2.5999999999999988,-2.4000000000000012
1342,300059.SZ,20151225,57.38,57.45,55.35,55.7,57.44,-1.74,-3.03,556683.0,3123299.1375,57.74399999999996,57.17699999999998,58.343600000000116,57.65746666666662,54.54054999999997,637941.6315000006,904870.6263999991,0.029278494248867196,0.03655352480417757,-5.0,2.5999999999999988,-2.4000000000000012
1343,300059.SZ,20151228,55.52,56.12,54.0,54.03,55.7,-1.67,-3.0,593319.74,3264719.2751,57.24699999999996,57.04299999999997,58.362400000000115,57.41359999999996,54.63824999999997,622321.8020000006,890964.9263999991,0.026837175792507238,0.03777619387027793,-5.0,-7.400000000000002,-12.400000000000002
1344,300059.SZ,20151229,54.3,54.5,52.9,53.38,54.03,-0.65,-1.2,361205.24,1930110.3549,56.76199999999996,56.91049999999998,58.315600000000124,57.20673333333329,54.733149999999966,612353.5435000006,877503.6901999993,0.01694290976058922,0.02935779816513764,-5.0,-5.400000000000001,-10.400000000000002
1345,300059.SZ,20151230,53.98,54.78,53.5,54.23,53.38,0.85,1.59,428080.05,2322668.1239,56.41499999999995,56.743999999999986,58.39620000000013,57.06173333333329,54.83129999999996,600228.3995000006,860423.9035999991,0.004631344942571323,0.023366192040890858,-5.0,1.1000000000000005,-3.8999999999999995
1346,300059.SZ,20151231,54.26,54.26,52.02,52.03,54.23,-2.2,-4.06,387195.63,2049512.7639,55.67999999999995,56.39499999999998,58.36800000000013,56.89579999999996,54.93574999999997,576095.4385000007,840157.1455999991,0.041098415038702485,0.04128271286398811,-5.0,-7.400000000000002,-12.400000000000002
1347,300059.SZ,20160104,51.58,51.9,46.83,46.83,52.03,-5.2,-9.99,553506.41,2692485.0162,54.60399999999995,55.876999999999974,58.23560000000013,56.68833333333328,55.02639999999997,570922.1165000007,828267.0563999991,0.09208995734780923,0.09768786127167631,-5.0,-7.400000000000002,-12.400000000000002
1348,300059.SZ,20160105,43.0,45.42,42.2,44.29,46.83,-2.54,-5.42,860089.3,3793008.3765,53.270999999999944,55.211999999999975,58.07740000000013,56.47159999999996,55.10404999999997,584298.0055000008,822390.1641999991,0.02999999999999998,0.07089387934830468,-5.0,-7.400000000000002,-12.400000000000002
1349,300059.SZ,20160106,44.76,46.39,42.72,45.55,44.29,1.26,2.84,938953.37,4174728.5631,51.998999999999945,54.75549999999997,57.84000000000014,56.259933333333294,55.17589999999996,600911.5715000008,811771.0163999991,0.01764968722073278,0.07911187755981897,-5.0,-7.400000000000002,-12.400000000000002
1350,300059.SZ,20160107,43.88,43.88,41.0,41.0,45.55,-4.55,-9.99,296312.55,1254668.3459,50.447999999999944,54.09199999999997,57.55980000000013,56.03119999999996,55.21894999999997,595330.9285000007,790201.6429999991,0.06563354603463999,0.06563354603463999,-5.0,-7.400000000000002,-12.400000000000002
1351,300059.SZ,20160108,41.6,43.1,38.68,41.4,41.0,0.4,0.98,925725.06,3821191.0384,48.843999999999944,53.33249999999998,57.28760000000013,55.78219999999996,55.270949999999964,595778.2560000008,787382.9371999991,0.004807692307692376,0.10255220417633415,-5.0,-3.8999999999999995,-8.899999999999999
1352,300059.SZ,20160111,39.8,43.35,39.45,39.9,41.4,-1.5,-3.62,861788.96,3529626.0606,47.26399999999994,52.503999999999984,57.01720000000013,55.533399999999965,55.32994999999996,610573.0950000009,784162.4927999991,0.002512562814070388,0.0899653979238754,-5.0,-3.8999999999999995,-8.899999999999999
1353,300059.SZ,20160112,41.1,42.92,40.21,41.66,39.9,1.76,4.41,947024.37,3939109.9237,46.026999999999944,51.636999999999986,56.82200000000012,55.2511333333333,55.39844999999997,622254.3985000008,788055.716199999,0.013625304136252923,0.0631407269338304,-5.0,-7.900000000000004,-12.900000000000004
1354,300059.SZ,20160113,41.78,41.9,39.44,39.49,41.66,-2.17,-5.21,702386.35,2855802.4479,44.63799999999994,50.69999999999999,56.57340000000012,54.990933333333295,55.452049999999964,628266.0095000007,788904.6673999991,0.054810914313068435,0.058711217183770904,-5.0,-9.400000000000004,-14.400000000000004
1355,300059.SZ,20160114,38.1,43.44,37.56,42.95,39.49,3.46,8.76,1353672.53,5629199.77,43.50999999999994,49.96249999999999,56.29020000000011,54.79126666666664,55.50854999999997,671569.4315000006,788785.426199999,0.12729658792650922,0.13535911602209935,-5.0,-9.400000000000004,-14.400000000000004
1356,300059.SZ,20160115,42.3,42.46,40.51,41.27,42.95,-1.68,-3.91,907843.08,3786359.3565,42.43399999999993,49.05699999999999,55.94000000000011,54.5711333333333,55.550399999999975,669396.7485000007,770208.1971999989,0.02434988179669017,0.04592557701365998,-5.0,-9.400000000000004,-14.400000000000004
1357,300059.SZ,20160118,41.1,44.18,41.1,42.93,41.27,1.66,4.02,950418.08,4098143.1812,42.04399999999994,48.323999999999984,55.50540000000011,54.33126666666664,55.59614999999997,685405.1515000007,763585.1661999988,0.04452554744525543,0.06971480307831594,-5.0,-11.400000000000004,-16.400000000000006
1358,300059.SZ,20160119,43.1,45.1,42.25,44.49,42.93,1.56,3.63,1049150.75,4576993.8962,42.063999999999936,47.66749999999998,55.0502000000001,54.04919999999997,55.64359999999997,711778.4885000007,756071.0267999988,0.03225058004640372,0.06319290465631933,-5.0,-11.400000000000004,-16.400000000000006
1359,300059.SZ,20160120,43.08,43.92,41.99,42.66,44.49,-1.83,-4.11,944527.2,4060536.7038,41.774999999999935,46.886999999999986,54.5568000000001,53.697066666666636,55.66439999999997,734908.5765000007,756658.9229999989,0.009749303621169957,0.04394353369763205,-5.0,-9.900000000000004,-14.900000000000004
1360,300059.SZ,20160121,41.9,43.47,40.74,40.77,42.66,-1.89,-4.43,694583.0,2931193.3,41.75199999999993,46.09999999999998,54.0480000000001,53.29006666666665,55.68179999999997,738688.5345000008,754629.3953999989,0.026968973747016598,0.06280193236714969,-5.0,-11.400000000000004,-16.400000000000006
1361,300059.SZ,20160122,41.36,41.65,39.21,41.2,40.77,0.43,1.05,645002.27,2623766.3888,41.73199999999993,45.28799999999999,53.6012000000001,52.94873333333331,55.701749999999976,747873.3470000008,744378.8965999989,0.003868471953578254,0.058583433373349286,-5.0,-7.900000000000004,-12.900000000000004
1362,300059.SZ,20160125,41.1,41.55,40.4,40.73,41.2,-0.47,-1.14,517220.55,2114670.6178,41.814999999999934,44.53949999999999,53.1532000000001,52.63793333333331,55.70484999999997,745900.2245000007,738242.0197999988,0.009002433090024442,0.027677496991576383,-5.0,-7.900000000000004,-12.900000000000004
1363,300059.SZ,20160126,40.3,40.47,36.81,37.11,40.73,-3.62,-8.89,706687.11,2729036.1036,41.359999999999935,43.693499999999986,52.55440000000009,52.319666666666635,55.66979999999997,751568.5930000007,735565.6465999988,0.07915632754342426,0.09043736100815411,-5.0,-11.400000000000004,-16.400000000000006
1364,300059.SZ,20160127,37.11,38.72,35.77,38.28,37.11,1.17,3.15,861377.63,3224431.5801,41.23899999999993,42.93849999999999,52.0600000000001,51.98886666666664,55.63819999999997,776577.2125000007,725487.6741999988,0.03152789005658857,0.07618801652892551,-5.0,-11.400000000000004,-16.400000000000006
1365,300059.SZ,20160128,37.63,37.89,36.34,36.68,38.28,-1.6,-4.18,560390.34,2076389.7626,40.61199999999993,42.060999999999986,51.587600000000094,51.66846666666664,55.620849999999976,783192.7270000007,718123.0119999988,0.02524581450969978,0.040907891264185724,-5.0,-11.400000000000004,-16.400000000000006
1366,300059.SZ,20160129,36.58,39.15,36.5,38.55,36.68,1.87,5.1,767294.6,2927426.1319,40.33999999999993,41.386999999999986,51.102600000000095,51.37413333333331,55.602149999999966,802197.6755000006,717132.2417999989,0.053854565336249285,0.06768837803320558,-5.0,-11.400000000000004,-16.400000000000006
1367,300059.SZ,20160201,38.38,38.38,36.88,37.62,38.55,-0.93,-2.41,537476.76,2024101.773,39.80899999999993,40.92649999999998,50.63620000000009,51.12873333333331,55.58194999999997,801396.1930000007,712255.8327999988,0.019801980198019934,0.03908285565398645,-5.0,-11.400000000000004,-16.400000000000006
1368,300059.SZ,20160202,37.95,40.5,37.75,39.45,37.62,1.83,4.86,718745.05,2824841.9672,39.304999999999936,40.684499999999986,50.20900000000009,50.89419999999997,55.579699999999974,794328.9805000006,711895.1997999987,0.03952569169960474,0.06790123456790123,-5.0,-11.400000000000004,-16.400000000000006
1369,300059.SZ,20160203,38.55,39.88,38.33,39.41,39.45,-0.04,-0.1,489642.14,1904862.5878,38.979999999999926,40.37749999999998,49.738000000000085,50.609666666666634,55.57664999999997,771863.4190000007,706064.2489999987,0.022308690012970155,0.0388665997993983,-5.0,-11.400000000000004,-16.400000000000006
1370,300059.SZ,20160204,39.65,41.2,39.6,40.15,39.41,0.74,1.88,627178.69,2524572.3869,38.91799999999993,40.33499999999999,49.23300000000008,50.383999999999965,55.58484999999997,788406.7260000006,695557.7967999987,0.012610340479192938,0.03883495145631071,-5.0,-9.900000000000004,-14.900000000000004
1371,300059.SZ,20160205,39.8,40.44,38.99,39.0,40.15,-1.15,-2.86,475236.25,1880890.0002,38.69799999999993,40.21499999999999,48.77580000000008,50.14399999999996,55.57509999999996,765882.2855000006,687239.6869999986,0.020100502512562745,0.03585558852621157,-5.0,-9.400000000000004,-14.400000000000004
1372,300059.SZ,20160215,37.25,39.11,37.25,38.62,39.0,-0.38,-0.97,360789.15,1377856.8193,38.486999999999924,40.15099999999999,48.38400000000008,49.8801333333333,55.54819999999997,740832.2950000006,675633.0967999988,0.03677852348993282,0.04755816926617232,-5.0,-11.400000000000004,-16.400000000000006
1373,300059.SZ,20160216,39.1,42.48,39.02,41.71,38.62,3.09,8.0,899011.74,3691430.2802,38.946999999999925,40.153499999999994,48.08400000000008,49.658133333333296,55.535749999999965,738431.6635000006,675499.0049999988,0.06675191815856776,0.08145009416195843,-5.0,-11.400000000000004,-16.400000000000006
1374,300059.SZ,20160217,41.3,41.85,40.83,41.59,41.71,-0.12,-0.29,563215.12,2329761.7985,39.27799999999993,40.25849999999999,47.79520000000008,49.463399999999965,55.52529999999996,731473.1020000007,675551.8991999988,0.007021791767554631,0.0243727598566309,-5.0,-2.9000000000000017,-7.900000000000002
1375,300059.SZ,20160218,42.12,43.42,41.31,41.43,41.59,-0.16,-0.38,627742.88,2652874.2451,39.75299999999993,40.18249999999999,47.47260000000008,49.31479999999996,55.52619999999996,695176.6195000007,674695.0981999988,0.01638176638176633,0.048595117457392895,-5.0,-11.400000000000004,-16.400000000000006
1376,300059.SZ,20160219,41.18,42.5,41.01,41.83,41.43,0.4,0.97,515495.86,2148195.4851,40.080999999999925,40.21049999999999,47.12900000000007,49.21133333333329,55.57354999999996,675559.2585000007,667607.9183999988,0.015784361340456497,0.03505882352941181,-5.0,-7.900000000000004,-12.900000000000004
1377,300059.SZ,20160222,42.35,42.65,41.26,42.52,41.83,0.69,1.65,781842.63,3285487.2397,40.57099999999993,40.18999999999999,46.83560000000007,49.07419999999996,55.60814999999996,667130.4860000007,670105.3139999988,0.004014167650531327,0.03259085580304808,-5.0,-5.900000000000003,-10.900000000000002
1378,300059.SZ,20160223,42.58,42.58,40.81,41.4,42.52,-1.12,-2.63,548561.68,2275953.7288,40.76599999999992,40.03549999999999,46.511800000000065,48.95679999999996,55.61934999999996,642101.0325000007,669225.1171999988,0.027712541099107556,0.041568811648661254,-5.0,-11.400000000000004,-16.400000000000006
1379,300059.SZ,20160224,41.15,41.79,39.95,41.09,41.4,-0.31,-0.75,478440.14,1952338.8623,40.933999999999926,39.956999999999994,46.24000000000007,48.85213333333329,55.60939999999996,618796.6795000008,666660.2789999988,0.0014580801944105751,0.0440296721703756,-5.0,-7.900000000000004,-12.900000000000004
1380,300059.SZ,20160225,40.81,40.9,36.98,36.98,41.09,-4.11,-10.0,767343.06,2952259.0374,40.616999999999926,39.7675,45.894200000000076,48.72786666666663,55.55734999999996,622434.6825000008,673848.6319999988,0.09384954667973548,0.09584352078239614,-5.0,-11.400000000000004,-16.400000000000006
1381,300059.SZ,20160226,37.22,37.62,36.0,36.87,36.98,-0.11,-0.3,463765.71,1716190.7027,40.403999999999925,39.550999999999995,45.49980000000007,48.63299999999995,55.48104999999997,613372.8545000008,664788.3759999988,0.009403546480386927,0.04306220095693773,-5.0,-9.900000000000004,-14.900000000000004
1382,300059.SZ,20160229,36.45,36.45,33.18,33.18,36.87,-3.69,-10.01,761712.91,2567839.9401,39.85999999999993,39.17349999999999,45.03400000000007,48.54759999999996,55.36024999999997,625597.4725000008,668704.7905999988,0.08971193415637868,0.08971193415637868,-5.0,-11.400000000000004,-16.400000000000006
1383,300059.SZ,20160301,33.18,35.54,32.35,34.5,33.18,1.32,3.98,771673.22,2624780.2081,39.13899999999993,39.04299999999999,44.54400000000007,48.44033333333329,55.21739999999997,628846.7780000009,669870.2889999988,0.03978300180831827,0.08975801913337078,-5.0,-15.000000000000002,-20.0
1384,300059.SZ,20160302,34.29,36.75,33.8,36.26,34.5,1.76,5.1,874917.69,3076248.161,38.60599999999992,38.94199999999999,44.104600000000076,48.311066666666626,55.05179999999998,629523.7810000008,675725.5601999988,0.05745115193934088,0.0802721088435375,-5.0,-15.000000000000002,-20.0
1385,300059.SZ,20160303,36.25,37.58,36.0,36.15,36.26,-0.11,-0.3,790077.45,2897190.0297,38.077999999999925,38.915499999999994,43.67360000000008,48.144199999999955,54.850949999999976,641008.1365000007,681775.0273999987,0.0027586206896552117,0.04204364023416707,-5.0,-11.500000000000002,-16.5
1386,300059.SZ,20160304,35.69,36.11,33.49,34.2,36.15,-1.95,-5.39,722776.27,2502323.8976,37.31499999999993,38.69799999999999,43.17000000000007,47.99433333333329,54.602199999999975,638782.2200000008,677204.6179999987,0.04174838890445489,0.07255607864857373,-5.0,-15.000000000000002,-20.0
1387,300059.SZ,20160307,35.04,36.86,34.91,35.28,34.2,1.08,3.16,648841.91,2319475.252,36.59099999999993,38.580999999999996,42.723800000000075,47.85613333333328,54.39404999999998,644350.4775000007,677576.4557999988,0.0068493150684932076,0.05290287574606627,-5.0,-11.500000000000002,-16.5
1388,300059.SZ,20160308,34.88,36.83,33.3,36.5,35.28,1.22,3.46,874939.71,3109708.4609,36.10099999999993,38.433499999999995,42.30140000000008,47.712666666666614,54.20149999999998,652160.2105000007,684641.5697999987,0.04644495412844029,0.09584577789845239,-5.0,-15.000000000000002,-20.0
1389,300059.SZ,20160309,35.59,36.35,35.19,35.42,36.5,-1.08,-2.96,518965.21,1856678.5102,35.53399999999993,38.233999999999995,41.84440000000008,47.53613333333328,54.002199999999974,653626.3640000008,685382.3651999987,0.00477662264681095,0.03191196698762046,-5.0,-9.500000000000002,-14.500000000000002
1390,300059.SZ,20160310,35.41,36.0,34.02,34.45,35.42,-0.97,-2.74,496745.38,1738264.8302,35.28099999999993,37.949,41.403200000000076,47.35179999999995,53.81444999999998,647104.6985000009,682937.5959999987,0.027110985597288726,0.05499999999999991,-5.0,-15.000000000000002,-20.0
1391,300059.SZ,20160311,33.75,34.99,33.5,34.7,34.45,0.25,0.73,411273.53,1413071.8586,35.06399999999992,37.733999999999995,40.94840000000008,47.18173333333328,53.61354999999999,643906.5625000008,681936.9461999987,0.02814814814814823,0.04258359531294661,-5.0,-15.000000000000002,-20.0
